date,time,temp,humidity,pressure,sunshine_hours,cloud_coverage,low_mid_cloud_coverage,sea_temp,so2,co,o3,no2,pm10,pm25,plant_idx
2024-07-09,1,24.2,92.0,995.7,0.0,9.0,8.0,0.0,0.002,0.2,0.046,0.006,32.0,14.0,1
2024-07-09,2,23.1,97.0,995.1,0.0,10.0,2.0,0.0,0.002,0.2,0.045,0.006,24.0,15.0,1
2024-07-09,3,23.4,97.0,994.7,0.0,9.0,0.0,0.0,0.002,0.2,0.038,0.007,29.0,16.0,1
2024-07-09,4,24.0,98.0,994.6,0.0,10.0,10.0,0.0,0.002,0.2,0.039,0.005,25.0,17.0,1
2024-07-09,5,24.2,97.0,995.0,0.0,10.0,5.0,0.0,0.002,0.2,0.043,0.005,19.0,9.0,1
2024-07-09,6,24.4,98.0,995.4,0.0,10.0,7.0,0.0,0.002,0.2,0.042,0.004,23.0,8.0,1
2024-07-09,7,23.9,98.0,996.9,0.0,10.0,8.0,0.0,0.002,0.2,0.032,0.011,33.0,12.0,1
2024-07-09,8,24.1,98.0,996.4,0.0,10.0,10.0,0.0,0.002,0.2,0.031,0.01,19.0,11.0,1
2024-07-09,9,23.6,98.0,997.3,0.0,10.0,10.0,0.0,0.002,0.2,0.042,0.004,12.0,8.0,1
2024-07-09,10,23.3,98.0,997.3,0.0,10.0,10.0,0.0,0.002,0.2,0.04,0.005,16.0,6.0,1
2024-07-09,11,24.6,94.0,997.3,0.0,10.0,3.0,0.0,0.002,0.2,0.045,0.007,9.0,5.0,1
2024-07-09,12,25.1,90.0,997.1,0.0,10.0,10.0,0.0,0.002,0.2,0.049,0.003,5.0,1.0,1
2024-07-09,13,24.7,93.0,997.1,0.0,10.0,10.0,0.0,0.002,0.2,0.046,0.006,19.0,7.0,1
2024-07-09,14,23.8,94.0,996.3,0.0,10.0,10.0,0.0,0.002,0.1,0.04,0.005,8.0,7.0,1
2024-07-09,15,23.8,97.0,995.7,0.0,10.0,10.0,0.0,0.002,0.1,0.028,0.007,5.0,5.0,1
2024-07-09,16,23.8,97.0,996.1,0.0,10.0,10.0,0.0,0.002,0.1,0.029,0.007,27.0,10.0,1
2024-07-09,17,23.5,97.0,995.6,0.0,10.0,10.0,0.0,0.002,0.1,0.035,0.004,22.0,6.0,1
2024-07-09,18,23.3,98.0,994.4,0.0,10.0,10.0,0.0,0.002,0.1,0.041,0.003,20.0,6.0,1
2024-07-09,19,23.8,99.0,994.1,0.0,10.0,10.0,0.0,0.002,0.1,0.041,0.003,17.0,6.0,1
2024-07-09,20,23.8,99.0,993.7,0.0,10.0,9.0,0.0,0.002,0.1,0.041,0.004,21.0,4.0,1
2024-07-09,21,23.2,98.0,993.2,0.0,10.0,10.0,0.0,0.002,0.1,0.044,0.003,24.0,5.0,1
2024-07-09,22,22.8,99.0,993.0,0.0,10.0,10.0,0.0,0.002,0.1,0.047,0.003,14.0,10.0,1
2024-07-09,23,22.7,99.0,992.5,0.0,10.0,10.0,0.0,0.002,0.1,0.051,0.003,26.0,6.0,1
2024-07-10,1,24.1,97.0,991.8,0.0,10.0,7.0,0.0,0.002,0.2,0.056,0.003,26.0,12.0,1
