date,time,temp,humidity,pressure,sunshine_hours,cloud_coverage,low_mid_cloud_coverage,sea_temp,so2,co,o3,no2,pm10,pm25,plant_idx
2024-06-05,1,16.1,97.0,1009.6,0.0,3.0,0.0,16.9,0.002,0.1,0.042,0.003,8,8,1
2024-06-05,2,15.9,97.0,1009.5,0.0,0.0,0.0,17.0,0.002,0.1,0.049,0.004,9,6,1
2024-06-05,3,16.1,98.0,1009.2,0.0,0.0,0.0,17.2,0.002,0.1,0.047,0.005,18,6,1
2024-06-05,4,15.8,96.0,1009.2,0.0,6.0,0.0,17.3,0.002,0.2,0.04,0.004,4,0,1
2024-06-05,5,16.0,97.0,1009.5,0.0,6.0,0.0,17.4,0.002,0.1,0.043,0.003,8,5,1
2024-06-05,6,16.2,98.0,1009.6,0.0,8.0,0.0,17.3,0.002,0.2,0.028,0.015,6,0,1
2024-06-05,7,17.1,98.0,1010.0,0.0,8.0,0.0,17.2,0.002,0.2,0.047,0.009,14,12,1
2024-06-05,8,19.6,90.0,1010.2,0.6,8.0,0.0,16.9,0.002,0.2,0.047,0.015,18,16,1
2024-06-05,9,20.9,79.0,1010.5,0.7,9.0,0.0,17.1,0.002,0.2,0.055,0.006,22,14,1
2024-06-05,10,19.6,83.0,1010.0,0.4,9.0,0.0,16.9,0.002,0.2,0.06,0.004,13,0,1
2024-06-05,11,21.7,73.0,1010.0,1.0,9.0,0.0,17.0,0.002,0.2,0.057,0.007,24,11,1
2024-06-05,12,21.9,69.0,1010.0,0.8,9.0,0.0,17.0,0.0,0.0,0.0,0.0,0,0,1
2024-06-05,13,21.8,72.0,1010.0,0.0,9.0,0.0,17.0,0.0,0.0,0.0,0.0,0,0,1
2024-06-05,14,21.5,72.0,1009.7,0.0,9.0,0.0,17.0,0.0,0.0,0.0,0.0,0,0,1
2024-06-05,15,21.4,75.0,1009.5,0.0,9.0,0.0,16.9,0.0,0.0,0.0,0.0,0,0,1
2024-06-05,16,21.2,77.0,1009.0,0.2,9.0,0.0,17.0,0.0,0.0,0.0,0.0,0,0,1
2024-06-05,17,20.1,80.0,1008.7,0.0,9.0,0.0,17.2,0.0,0.0,0.0,0.0,0,0,1
2024-06-05,18,19.5,76.0,1009.0,0.0,9.0,0.0,17.2,0.0,0.0,0.0,0.0,0,0,1
2024-06-05,19,17.5,89.0,1009.6,0.0,9.0,7.0,17.3,0.0,0.0,0.0,0.0,0,0,1
2024-06-05,20,17.1,85.0,1009.1,0.0,10.0,9.0,17.3,0.0,0.0,0.0,0.0,0,0,1
2024-06-05,21,17.1,86.0,1009.2,0.0,10.0,10.0,17.2,0.0,0.0,0.0,0.0,0,0,1
2024-06-05,22,17.3,85.0,1010.3,0.0,10.0,8.0,17.1,0.0,0.0,0.0,0.0,0,0,1
2024-06-05,23,16.8,88.0,1010.0,0.0,9.0,9.0,17.1,0.0,0.0,0.0,0.0,0,0,1
2024-06-06,1,16.9,92.0,1009.3,0.0,10.0,9.0,16.9,0.002,0.1,0.049,0.005,15,10,1
2024-06-06,2,17.0,94.0,1009.0,0.0,8.0,8.0,16.9,0.002,0.1,0.052,0.004,7,0,1
2024-06-06,3,17.4,95.0,1008.5,0.0,9.0,0.0,17.0,0.002,0.2,0.05,0.005,16,11,1
2024-06-06,4,17.4,96.0,1008.4,0.0,9.0,9.0,17.0,0.002,0.1,0.052,0.004,13,12,1
2024-06-06,5,17.2,97.0,1008.3,0.0,8.0,1.0,17.1,0.002,0.1,0.049,0.004,12,12,1
2024-06-06,6,17.4,97.0,1008.9,0.0,9.0,0.0,17.1,0.002,0.2,0.047,0.005,20,17,1
2024-06-06,7,17.8,97.0,1009.1,0.0,10.0,10.0,17.2,0.002,0.2,0.042,0.006,13,11,1
2024-06-06,8,18.2,96.0,1009.3,0.0,10.0,10.0,17.0,0.002,0.2,0.04,0.007,16,9,1
2024-06-06,9,19.4,90.0,1009.1,0.0,9.0,3.0,17.0,0.002,0.2,0.042,0.006,21,11,1
2024-06-06,10,21.5,77.0,1009.0,0.4,7.0,0.0,16.9,0.002,0.2,0.046,0.005,17,10,1
2024-06-06,11,24.2,67.0,1009.2,1.0,7.0,0.0,16.8,0.002,0.1,0.048,0.011,15,11,1
2024-06-06,12,25.9,57.0,1009.1,1.0,7.0,0.0,16.7,0.002,0.2,0.05,0.006,16,10,1
2024-06-06,13,23.0,62.0,1009.1,0.8,9.0,2.0,16.8,0.002,0.1,0.051,0.003,16,13,1
2024-06-06,14,24.5,60.0,1008.5,0.9,5.0,5.0,16.8,0.002,0.1,0.052,0.003,12,8,1
2024-06-06,15,25.6,58.0,1008.1,1.0,3.0,3.0,16.7,0.002,0.1,0.05,0.004,13,8,1
2024-06-06,16,23.4,63.0,1007.5,1.0,3.0,3.0,16.8,0.002,0.2,0.046,0.013,15,10,1
2024-06-06,17,22.7,65.0,1007.1,1.0,2.0,2.0,17.0,0.002,0.1,0.053,0.003,11,8,1
2024-06-06,18,22.5,66.0,1007.2,1.0,3.0,3.0,17.3,0.002,0.1,0.054,0.003,12,6,1
2024-06-06,19,19.5,77.0,1006.5,1.0,0.0,0.0,17.4,0.002,0.1,0.057,0.004,9,5,1
2024-06-06,20,18.6,77.0,1006.9,0.4,6.0,0.0,17.2,0.002,0.1,0.05,0.006,17,7,1
2024-06-06,21,18.2,80.0,1007.1,0.0,6.0,6.0,17.4,0.002,0.1,0.042,0.01,12,8,1
2024-06-06,22,17.8,83.0,1007.6,0.0,7.0,4.0,17.2,0.002,0.1,0.045,0.007,12,7,1
2024-06-06,23,18.0,84.0,1007.8,0.0,7.0,2.0,17.0,0.002,0.1,0.04,0.013,14,7,1
2024-06-07,1,17.2,87.0,1007.3,0.0,9.0,2.0,16.9,0.002,0.1,0.049,0.003,15,7,1
2024-06-07,2,17.6,83.0,1006.9,0.0,10.0,9.0,16.8,0.002,0.1,0.048,0.004,6,0,1
2024-06-07,3,18.1,76.0,1006.5,0.0,10.0,10.0,16.8,0.002,0.1,0.047,0.004,15,8,1
2024-06-07,4,17.9,76.0,1006.1,0.0,10.0,10.0,16.9,0.003,0.1,0.047,0.006,17,11,1
2024-06-07,5,17.9,83.0,1006.2,0.0,10.0,10.0,17.1,0.003,0.1,0.05,0.006,15,12,1
