pwr_idx,date,time,pwr_amount,plant_idx,pwr_memo
16037,2021-12-18,21,360,1,
16038,2021-12-18,22,60,1,
16039,2021-12-18,23,20480,1,
16040,2021-12-19,1,261140,1,
16041,2021-12-19,2,675230,1,
16042,2021-12-19,3,486180,1,
16043,2021-12-19,4,534240,1,
16044,2021-12-19,5,564020,1,
16045,2021-12-19,6,577540,1,
16046,2021-12-19,7,638170,1,
16047,2021-12-19,8,502620,1,
16048,2021-12-19,9,177980,1,
16049,2021-12-19,10,360240,1,
16050,2021-12-19,11,411320,1,
16051,2021-12-19,12,437580,1,
16052,2021-12-19,13,426130,1,
16053,2021-12-19,14,274960,1,
16054,2021-12-19,15,122060,1,
16055,2021-12-19,16,61570,1,
16056,2021-12-19,17,42910,1,
16057,2021-12-19,18,38090,1,
16058,2021-12-19,19,24250,1,
16059,2021-12-19,20,7030,1,
16060,2021-12-19,21,30,1,
16061,2021-12-19,22,70,1,
16062,2021-12-19,23,18930,1,
16063,2021-12-20,1,251940,1,
16064,2021-12-20,2,579470,1,
16065,2021-12-20,3,401130,1,
16066,2021-12-20,4,474760,1,
16067,2021-12-20,5,504830,1,
16068,2021-12-20,6,508220,1,
16069,2021-12-20,7,462240,1,
16070,2021-12-20,8,369620,1,
16071,2021-12-20,9,140610,1,
16072,2021-12-20,10,340350,1,
16073,2021-12-20,11,390730,1,
16074,2021-12-20,12,423210,1,
16075,2021-12-20,13,396680,1,
16076,2021-12-20,14,204040,1,
16077,2021-12-20,15,117180,1,
16078,2021-12-20,16,60230,1,
16079,2021-12-20,17,42150,1,
16080,2021-12-20,18,31240,1,
16081,2021-12-20,19,2180,1,
16082,2021-12-20,20,14510,1,
16083,2021-12-20,21,14560,1,
16084,2021-12-20,22,14200,1,
16085,2021-12-20,23,10950,1,
16086,2021-12-21,1,2500,1,
16087,2021-12-21,2,18190,1,
16088,2021-12-21,3,44180,1,
16089,2021-12-21,4,65760,1,
16090,2021-12-21,5,33100,1,
16091,2021-12-21,6,65060,1,
16092,2021-12-21,7,59660,1,
16093,2021-12-21,8,51520,1,
16094,2021-12-21,9,48050,1,
16095,2021-12-21,10,43580,1,
16096,2021-12-21,11,14340,1,
16097,2021-12-21,12,5640,1,
16098,2021-12-21,13,36700,1,
16099,2021-12-21,14,130,1,
16100,2021-12-21,15,0,1,
16101,2021-12-21,16,0,1,
16102,2021-12-21,17,0,1,
16103,2021-12-21,18,0,1,
16104,2021-12-21,19,0,1,
16105,2021-12-21,20,4350,1,
16106,2021-12-21,21,20,1,
16107,2021-12-21,22,0,1,
16108,2021-12-21,23,4980,1,
16109,2021-12-22,1,128000,1,
16110,2021-12-22,2,403520,1,
16111,2021-12-22,3,317990,1,
16112,2021-12-22,4,353890,1,
16113,2021-12-22,5,359240,1,
16114,2021-12-22,6,334900,1,
16115,2021-12-22,7,279970,1,
16116,2021-12-22,8,177620,1,
16117,2021-12-22,9,95220,1,
16118,2021-12-22,10,354830,1,
16119,2021-12-22,11,388700,1,
16120,2021-12-22,12,307500,1,
16121,2021-12-22,13,203700,1,
16122,2021-12-22,14,105690,1,
16123,2021-12-22,15,73150,1,
16124,2021-12-22,16,7400,1,
16125,2021-12-22,17,10,1,
16126,2021-12-22,18,0,1,
16127,2021-12-22,19,0,1,
16128,2021-12-22,20,1450,1,
16129,2021-12-22,21,40,1,
16130,2021-12-22,22,0,1,
16131,2021-12-22,23,5240,1,
16132,2021-12-23,1,91870,1,
16133,2021-12-23,2,317530,1,
16134,2021-12-23,3,341170,1,
16135,2021-12-23,4,326320,1,
16136,2021-12-23,5,328610,1,
16137,2021-12-23,6,278820,1,
16138,2021-12-23,7,243640,1,
16139,2021-12-23,8,147580,1,
16140,2021-12-23,9,71520,1,
16141,2021-12-23,10,355400,1,
16142,2021-12-23,11,323020,1,
16143,2021-12-23,12,138600,1,
16144,2021-12-23,13,134230,1,
16145,2021-12-23,14,106820,1,
16146,2021-12-23,15,41780,1,
16147,2021-12-23,16,300,1,
16148,2021-12-23,17,40,1,
16149,2021-12-23,18,50,1,
16150,2021-12-23,19,50,1,
16151,2021-12-23,20,190,1,
16152,2021-12-23,21,450,1,
16153,2021-12-23,22,0,1,
16154,2021-12-23,23,7090,1,
16155,2021-12-24,1,120920,1,
16156,2021-12-24,2,331850,1,
16157,2021-12-24,3,318210,1,
16158,2021-12-24,4,342980,1,
16159,2021-12-24,5,261320,1,
16160,2021-12-24,6,190510,1,
16161,2021-12-24,7,195630,1,
16162,2021-12-24,8,164410,1,
16163,2021-12-24,9,94920,1,
16164,2021-12-24,10,353820,1,
16165,2021-12-24,11,317020,1,
16166,2021-12-24,12,173580,1,
16167,2021-12-24,13,110380,1,
16168,2021-12-24,14,79650,1,
16169,2021-12-24,15,26790,1,
16170,2021-12-24,16,40,1,
16171,2021-12-24,17,10,1,
16172,2021-12-24,18,0,1,
16173,2021-12-24,19,0,1,
16174,2021-12-24,20,0,1,
16175,2021-12-24,21,30,1,
16176,2021-12-24,22,0,1,
16177,2021-12-24,23,10020,1,
16178,2021-12-25,1,185150,1,
16179,2021-12-25,2,435150,1,
16180,2021-12-25,3,419440,1,
16181,2021-12-25,4,485580,1,
16182,2021-12-25,5,468420,1,
16183,2021-12-25,6,358740,1,
16184,2021-12-25,7,316970,1,
16185,2021-12-25,8,245810,1,
16186,2021-12-25,9,102100,1,
16187,2021-12-25,10,359900,1,
16188,2021-12-25,11,410080,1,
16189,2021-12-25,12,427440,1,
16190,2021-12-25,13,338490,1,
16191,2021-12-25,14,163170,1,
16192,2021-12-25,15,97640,1,
16193,2021-12-25,16,59510,1,
16194,2021-12-25,17,41560,1,
16195,2021-12-25,18,28400,1,
16196,2021-12-25,19,1120,1,
16197,2021-12-25,20,14420,1,
16198,2021-12-25,21,5450,1,
16199,2021-12-25,22,0,1,
16200,2021-12-25,23,9780,1,
16201,2021-12-26,1,204620,1,
16202,2021-12-26,2,594900,1,
16203,2021-12-26,3,438180,1,
16204,2021-12-26,4,519770,1,
16205,2021-12-26,5,556670,1,
16206,2021-12-26,6,536380,1,
16207,2021-12-26,7,606490,1,
16208,2021-12-26,8,485440,1,
16209,2021-12-26,9,159030,1,
16210,2021-12-26,10,361540,1,
16211,2021-12-26,11,414340,1,
16212,2021-12-26,12,443030,1,
16213,2021-12-26,13,417820,1,
16214,2021-12-26,14,261680,1,
16215,2021-12-26,15,112470,1,
16216,2021-12-26,16,60400,1,
16217,2021-12-26,17,42040,1,
16218,2021-12-26,18,37920,1,
16219,2021-12-26,19,11160,1,
16220,2021-12-26,20,14530,1,
16221,2021-12-26,21,6100,1,
16222,2021-12-26,22,0,1,
16223,2021-12-26,23,8850,1,
16224,2021-12-27,1,194620,1,
16225,2021-12-27,2,598140,1,
16226,2021-12-27,3,486180,1,
16227,2021-12-27,4,542070,1,
16228,2021-12-27,5,558760,1,
16229,2021-12-27,6,531200,1,
16230,2021-12-27,7,537090,1,
16231,2021-12-27,8,412590,1,
16232,2021-12-27,9,148350,1,
16233,2021-12-27,10,300410,1,
16234,2021-12-27,11,359510,1,
16235,2021-12-27,12,389030,1,
16236,2021-12-27,13,388250,1,
16237,2021-12-27,14,229450,1,
16238,2021-12-27,15,137690,1,
16239,2021-12-27,16,59080,1,
16240,2021-12-27,17,41950,1,
16241,2021-12-27,18,38940,1,
16242,2021-12-27,19,24530,1,
16243,2021-12-27,20,5850,1,
16244,2021-12-27,21,9030,1,
16245,2021-12-27,22,63440,1,
16246,2021-12-27,23,70670,1,
16247,2021-12-28,1,229240,1,
16248,2021-12-28,2,553300,1,
16249,2021-12-28,3,462820,1,
16250,2021-12-28,4,530540,1,
16251,2021-12-28,5,551070,1,
16252,2021-12-28,6,529760,1,
16253,2021-12-28,7,500240,1,
16254,2021-12-28,8,357830,1,
16255,2021-12-28,9,129210,1,
16256,2021-12-28,10,362940,1,
16257,2021-12-28,11,417170,1,
16258,2021-12-28,12,435830,1,
16259,2021-12-28,13,412620,1,
16260,2021-12-28,14,214480,1,
16261,2021-12-28,15,110530,1,
16262,2021-12-28,16,59880,1,
16263,2021-12-28,17,41660,1,
16264,2021-12-28,18,32880,1,
16265,2021-12-28,19,3750,1,
16266,2021-12-28,20,14410,1,
16267,2021-12-28,21,6680,1,
16268,2021-12-28,22,20,1,
16269,2021-12-28,23,7010,1,
16270,2021-12-29,1,162960,1,
16271,2021-12-29,2,522990,1,
16272,2021-12-29,3,458820,1,
16273,2021-12-29,4,536510,1,
16274,2021-12-29,5,563090,1,
16275,2021-12-29,6,541780,1,
16276,2021-12-29,7,527340,1,
16277,2021-12-29,8,387740,1,
16278,2021-12-29,9,148290,1,
16279,2021-12-29,10,363340,1,
16280,2021-12-29,11,416690,1,
16281,2021-12-29,12,434830,1,
16282,2021-12-29,13,418800,1,
16283,2021-12-29,14,223530,1,
16284,2021-12-29,15,108300,1,
16285,2021-12-29,17,67820,1,
16286,2021-12-29,18,42310,1,
16287,2021-12-29,19,34420,1,
16288,2021-12-29,20,3840,1,
16289,2021-12-29,21,14450,1,
16290,2021-12-29,22,6570,1,
16291,2021-12-29,23,0,1,
16292,2021-12-30,1,8340,1,
16293,2021-12-30,2,152900,1,
16294,2021-12-30,3,386350,1,
16295,2021-12-30,4,293470,1,
16296,2021-12-30,5,282060,1,
16297,2021-12-30,6,265250,1,
16298,2021-12-30,7,252310,1,
16299,2021-12-30,8,196260,1,
16300,2021-12-30,9,120530,1,
16301,2021-12-30,10,64870,1,
16302,2021-12-30,11,356400,1,
16303,2021-12-30,12,334380,1,
16304,2021-12-30,13,155840,1,
16305,2021-12-30,14,110150,1,
16306,2021-12-30,15,78200,1,
16307,2021-12-30,16,60550,1,
16308,2021-12-30,17,40,1,
16309,2021-12-30,18,0,1,
16310,2021-12-30,19,0,1,
16311,2021-12-30,20,0,1,
16312,2021-12-30,21,0,1,
16313,2021-12-30,22,30,1,
16314,2021-12-30,23,0,1,
16315,2021-12-31,1,2480,1,
16316,2021-12-31,2,92790,1,
16317,2021-12-31,3,287360,1,
16318,2021-12-31,4,264920,1,
16319,2021-12-31,5,360110,1,
16320,2021-12-31,6,395860,1,
16321,2021-12-31,7,400280,1,
16322,2021-12-31,8,359270,1,
16323,2021-12-31,9,238880,1,
16324,2021-12-31,10,128170,1,
16325,2021-12-31,11,368890,1,
16326,2021-12-31,12,392180,1,
16327,2021-12-31,13,358890,1,
16328,2021-12-31,14,272320,1,
16329,2021-12-31,15,124600,1,
16330,2021-12-31,16,68180,1,
16331,2021-12-31,17,39210,1,
16332,2021-12-31,18,16300,1,
16333,2021-12-31,19,190,1,
16334,2021-12-31,20,0,1,
16335,2021-12-31,21,0,1,
16336,2021-12-31,22,30,1,
16337,2021-12-31,23,0,1,
16338,2022-01-01,1,1550,1,
16339,2022-01-01,2,69610,1,
16340,2022-01-01,3,242490,1,
16341,2022-01-01,4,252460,1,
16342,2022-01-01,5,351450,1,
16343,2022-01-01,6,357060,1,
16344,2022-01-01,7,312110,1,
16345,2022-01-01,8,252810,1,
16346,2022-01-01,9,189300,1,
16347,2022-01-01,10,85830,1,
16348,2022-01-01,11,363350,1,
16349,2022-01-01,12,302820,1,
16350,2022-01-01,13,153560,1,
16351,2022-01-01,14,134820,1,
16352,2022-01-01,15,102630,1,
16353,2022-01-01,16,50710,1,
16354,2022-01-01,17,1310,1,
16355,2022-01-01,18,70,1,
16356,2022-01-01,19,0,1,
16357,2022-01-01,20,0,1,
16358,2022-01-01,21,0,1,
16359,2022-01-01,22,30,1,
16360,2022-01-01,23,0,1,
16361,2022-01-02,1,2050,1,
16362,2022-01-02,2,101540,1,
16363,2022-01-02,3,200690,1,
16364,2022-01-02,4,165370,1,
16365,2022-01-02,5,229170,1,
16366,2022-01-02,6,305500,1,
16367,2022-01-02,7,309750,1,
16368,2022-01-02,8,274960,1,
16369,2022-01-02,9,170760,1,
16370,2022-01-02,10,70110,1,
16371,2022-01-02,11,356970,1,
16372,2022-01-02,12,361430,1,
16373,2022-01-02,13,180730,1,
16374,2022-01-02,14,101000,1,
16375,2022-01-02,15,79330,1,
16376,2022-01-02,16,41370,1,
16377,2022-01-02,17,560,1,
16378,2022-01-02,18,40,1,
16379,2022-01-02,19,0,1,
16380,2022-01-02,20,0,1,
16381,2022-01-02,21,0,1,
16382,2022-01-02,22,30,1,
16383,2022-01-02,23,0,1,
16384,2022-01-03,1,3460,1,
16385,2022-01-03,2,98300,1,
16386,2022-01-03,3,383270,1,
16387,2022-01-03,4,430100,1,
16388,2022-01-03,5,507000,1,
16389,2022-01-03,6,571490,1,
16390,2022-01-03,7,577670,1,
16391,2022-01-03,8,522890,1,
16392,2022-01-03,9,385300,1,
16393,2022-01-03,10,140300,1,
16394,2022-01-03,11,363630,1,
16395,2022-01-03,12,416750,1,
16396,2022-01-03,13,421970,1,
16397,2022-01-03,14,398080,1,
16398,2022-01-03,15,228410,1,
16399,2022-01-03,16,82960,1,
16400,2022-01-03,17,20990,1,
16401,2022-01-03,18,3910,1,
16402,2022-01-03,19,80,1,
16403,2022-01-03,20,0,1,
16404,2022-01-03,21,10,1,
16405,2022-01-03,22,40,1,
16406,2022-01-03,23,0,1,
16407,2022-01-04,1,3800,1,
16408,2022-01-04,2,107130,1,
16409,2022-01-04,3,339400,1,
16410,2022-01-04,4,320360,1,
16411,2022-01-04,5,382400,1,
16412,2022-01-04,6,472450,1,
16413,2022-01-04,7,519060,1,
16414,2022-01-04,8,425990,1,
16415,2022-01-04,9,298220,1,
16416,2022-01-04,10,146480,1,
16417,2022-01-04,11,362130,1,
16418,2022-01-04,12,409660,1,
16419,2022-01-04,13,431250,1,
16420,2022-01-04,14,348250,1,
16421,2022-01-04,15,143500,1,
16422,2022-01-04,16,86960,1,
16423,2022-01-04,17,48000,1,
16424,2022-01-04,18,24880,1,
16425,2022-01-04,19,10,1,
16426,2022-01-04,20,0,1,
16427,2022-01-04,21,0,1,
16428,2022-01-04,22,40,1,
16429,2022-01-04,23,0,1,
16430,2022-01-05,1,2530,1,
16431,2022-01-05,2,88290,1,
16432,2022-01-05,3,231270,1,
16433,2022-01-05,4,283530,1,
16434,2022-01-05,5,403510,1,
16435,2022-01-05,6,419880,1,
16436,2022-01-05,7,422760,1,
16437,2022-01-05,8,379010,1,
16438,2022-01-05,9,248030,1,
16439,2022-01-05,10,133030,1,
16440,2022-01-05,11,421350,1,
16441,2022-01-05,12,454420,1,
16442,2022-01-05,13,445900,1,
16443,2022-01-05,14,358830,1,
16444,2022-01-05,15,87350,1,
16445,2022-01-05,16,42170,1,
16446,2022-01-05,17,8830,1,
16447,2022-01-05,18,320,1,
16448,2022-01-05,19,10,1,
16449,2022-01-05,20,0,1,
16450,2022-01-05,21,0,1,
16451,2022-01-05,22,30,1,
16452,2022-01-05,23,0,1,
16453,2022-01-06,1,230,1,
16454,2022-01-06,2,16100,1,
16455,2022-01-06,3,64380,1,
16456,2022-01-06,4,90580,1,
16457,2022-01-06,5,127640,1,
16458,2022-01-06,6,138850,1,
16459,2022-01-06,7,178660,1,
16460,2022-01-06,8,166580,1,
16461,2022-01-06,9,117730,1,
16462,2022-01-06,10,80940,1,
16463,2022-01-06,11,383750,1,
16464,2022-01-06,12,175530,1,
16465,2022-01-06,13,34500,1,
16466,2022-01-06,14,7210,1,
16467,2022-01-06,15,3310,1,
16468,2022-01-06,16,770,1,
16469,2022-01-06,17,0,1,
16470,2022-01-06,18,0,1,
16471,2022-01-06,19,0,1,
16472,2022-01-06,20,0,1,
16473,2022-01-06,21,0,1,
16474,2022-01-06,22,30,1,
16475,2022-01-06,23,0,1,
16476,2022-01-07,1,1570,1,
16477,2022-01-07,2,98410,1,
16478,2022-01-07,3,288410,1,
16479,2022-01-07,4,234960,1,
16480,2022-01-07,5,258050,1,
16481,2022-01-07,6,224880,1,
16482,2022-01-07,7,178110,1,
16483,2022-01-07,8,140100,1,
16484,2022-01-07,9,86730,1,
16485,2022-01-07,10,48160,1,
16486,2022-01-07,11,388740,1,
16487,2022-01-07,12,188280,1,
16488,2022-01-07,13,72870,1,
16489,2022-01-07,14,30150,1,
16490,2022-01-07,15,16970,1,
16491,2022-01-07,16,1890,1,
16492,2022-01-07,17,0,1,
16493,2022-01-07,18,0,1,
16494,2022-01-07,19,0,1,
16495,2022-01-07,20,0,1,
16496,2022-01-07,21,0,1,
16497,2022-01-07,22,30,1,
16498,2022-01-07,23,0,1,
16499,2022-01-08,1,1360,1,
16500,2022-01-08,2,48470,1,
16501,2022-01-08,3,217760,1,
16502,2022-01-08,4,293980,1,
16503,2022-01-08,5,369980,1,
16504,2022-01-08,6,490690,1,
16505,2022-01-08,7,421020,1,
16506,2022-01-08,8,355340,1,
16507,2022-01-08,9,206950,1,
16508,2022-01-08,10,86790,1,
16509,2022-01-08,11,424470,1,
16510,2022-01-08,12,385170,1,
16511,2022-01-08,13,257510,1,
16512,2022-01-08,14,170240,1,
16513,2022-01-08,15,59750,1,
16514,2022-01-08,16,23440,1,
16515,2022-01-08,17,1660,1,
16516,2022-01-08,18,260,1,
16517,2022-01-08,19,0,1,
16518,2022-01-08,20,0,1,
16519,2022-01-08,21,0,1,
16520,2022-01-08,22,20,1,
16521,2022-01-08,23,0,1,
16522,2022-01-09,1,2560,1,
16523,2022-01-09,2,111320,1,
16524,2022-01-09,3,456620,1,
16525,2022-01-09,4,387270,1,
16526,2022-01-09,5,441640,1,
16527,2022-01-09,6,478160,1,
16528,2022-01-09,7,391200,1,
16529,2022-01-09,8,345190,1,
16530,2022-01-09,9,298060,1,
16531,2022-01-09,10,169720,1,
16532,2022-01-09,11,437700,1,
16533,2022-01-09,12,497790,1,
16534,2022-01-09,13,473170,1,
16535,2022-01-09,14,243490,1,
16536,2022-01-09,15,94020,1,
16537,2022-01-09,16,16600,1,
16538,2022-01-09,17,540,1,
16539,2022-01-09,18,50,1,
16540,2022-01-09,19,10,1,
16541,2022-01-09,20,0,1,
16542,2022-01-09,21,0,1,
16543,2022-01-09,22,30,1,
16544,2022-01-09,23,0,1,
16545,2022-01-10,1,2380,1,
16546,2022-01-10,2,117790,1,
16547,2022-01-10,3,386480,1,
16548,2022-01-10,4,370360,1,
16549,2022-01-10,5,444310,1,
16550,2022-01-10,6,447960,1,
16551,2022-01-10,7,408590,1,
16552,2022-01-10,8,346270,1,
16553,2022-01-10,9,242480,1,
16554,2022-01-10,10,135850,1,
16555,2022-01-10,11,429280,1,
16556,2022-01-10,12,500970,1,
16557,2022-01-10,13,500090,1,
16558,2022-01-10,14,269160,1,
16559,2022-01-10,15,95730,1,
16560,2022-01-10,16,18080,1,
16561,2022-01-10,17,700,1,
16562,2022-01-10,18,0,1,
16563,2022-01-10,19,10,1,
16564,2022-01-10,20,0,1,
16565,2022-01-10,21,0,1,
16566,2022-01-10,22,40,1,
16567,2022-01-10,23,0,1,
16568,2022-01-11,1,510,1,
16569,2022-01-11,2,103390,1,
16570,2022-01-11,3,393220,1,
16571,2022-01-11,4,382930,1,
16572,2022-01-11,5,463900,1,
16573,2022-01-11,6,481220,1,
16574,2022-01-11,7,475730,1,
16575,2022-01-11,8,401260,1,
16576,2022-01-11,9,264060,1,
16577,2022-01-11,10,142740,1,
16578,2022-01-11,11,429780,1,
16579,2022-01-11,12,493490,1,
16580,2022-01-11,13,501940,1,
16581,2022-01-11,14,332120,1,
16582,2022-01-11,15,118210,1,
16583,2022-01-11,16,40790,1,
16584,2022-01-11,17,2090,1,
16585,2022-01-11,18,270,1,
16586,2022-01-11,19,0,1,
16587,2022-01-11,20,0,1,
16588,2022-01-11,21,0,1,
16589,2022-01-11,22,40,1,
16590,2022-01-11,23,0,1,
16591,2022-01-12,1,2870,1,
16592,2022-01-12,2,151110,1,
16593,2022-01-12,3,546750,1,
16594,2022-01-12,4,494670,1,
16595,2022-01-12,5,579360,1,
16596,2022-01-12,6,616300,1,
16597,2022-01-12,7,607940,1,
16598,2022-01-12,8,672850,1,
16599,2022-01-12,9,532420,1,
16600,2022-01-12,10,186510,1,
16601,2022-01-12,11,431200,1,
16602,2022-01-12,12,501480,1,
16603,2022-01-12,13,523730,1,
16604,2022-01-12,14,464900,1,
16605,2022-01-12,15,272690,1,
16606,2022-01-12,16,66490,1,
16607,2022-01-12,17,2590,1,
16608,2022-01-12,18,430,1,
16609,2022-01-12,19,0,1,
16610,2022-01-12,20,0,1,
16611,2022-01-12,21,0,1,
16612,2022-01-12,22,30,1,
16613,2022-01-12,23,0,1,
16614,2022-01-13,1,2180,1,
16615,2022-01-13,2,141690,1,
16616,2022-01-13,3,514510,1,
16617,2022-01-13,4,466060,1,
16618,2022-01-13,5,548590,1,
16619,2022-01-13,6,579540,1,
16620,2022-01-13,7,565790,1,
16621,2022-01-13,8,578720,1,
16622,2022-01-13,9,435990,1,
16623,2022-01-13,10,170540,1,
16624,2022-01-13,11,431010,1,
16625,2022-01-13,12,502230,1,
16626,2022-01-13,13,524450,1,
16627,2022-01-13,14,463040,1,
16628,2022-01-13,15,221270,1,
16629,2022-01-13,16,59920,1,
16630,2022-01-13,17,2630,1,
16631,2022-01-13,18,540,1,
16632,2022-01-13,19,120,1,
16633,2022-01-13,20,120,1,
16634,2022-01-13,21,120,1,
16635,2022-01-13,22,170,1,
16636,2022-01-13,23,120,1,
16637,2022-01-14,1,2410,1,
16638,2022-01-14,2,132430,1,
16639,2022-01-14,3,315100,1,
16640,2022-01-14,4,199110,1,
16641,2022-01-14,5,218850,1,
16642,2022-01-14,6,280780,1,
16643,2022-01-14,7,247920,1,
16644,2022-01-14,8,150520,1,
16645,2022-01-14,9,90840,1,
16646,2022-01-14,10,35660,1,
16647,2022-01-14,11,413530,1,
16648,2022-01-14,12,306910,1,
16649,2022-01-14,13,141500,1,
16650,2022-01-14,14,32750,1,
16651,2022-01-14,15,10310,1,
16652,2022-01-14,16,3240,1,
16653,2022-01-14,17,0,1,
16654,2022-01-14,18,0,1,
16655,2022-01-14,19,0,1,
16656,2022-01-14,20,0,1,
16657,2022-01-14,21,0,1,
16658,2022-01-14,22,40,1,
16659,2022-01-14,23,0,1,
16660,2022-01-15,1,470,1,
16661,2022-01-15,2,28360,1,
16662,2022-01-15,3,129270,1,
16663,2022-01-15,4,204720,1,
16664,2022-01-15,5,258720,1,
16665,2022-01-15,6,284710,1,
16666,2022-01-15,7,271050,1,
16667,2022-01-15,8,256640,1,
16668,2022-01-15,9,189470,1,
16669,2022-01-15,10,74320,1,
16670,2022-01-15,11,327220,1,
16671,2022-01-15,12,115430,1,
16672,2022-01-15,13,69410,1,
16673,2022-01-15,14,50480,1,
16674,2022-01-15,15,33730,1,
16675,2022-01-15,16,11420,1,
16676,2022-01-15,17,460,1,
16677,2022-01-15,18,0,1,
16678,2022-01-15,19,0,1,
16679,2022-01-15,20,0,1,
16680,2022-01-15,21,0,1,
16681,2022-01-15,22,20,1,
16682,2022-01-15,23,0,1,
16683,2022-01-16,1,860,1,
16684,2022-01-16,2,34490,1,
16685,2022-01-16,3,133190,1,
16686,2022-01-16,4,181530,1,
16687,2022-01-16,5,244290,1,
16688,2022-01-16,6,276460,1,
16689,2022-01-16,7,296180,1,
16690,2022-01-16,8,285030,1,
16691,2022-01-16,9,182450,1,
16692,2022-01-16,10,63290,1,
16693,2022-01-16,11,120710,1,
16694,2022-01-16,12,136890,1,
16695,2022-01-16,13,106130,1,
16696,2022-01-16,14,74100,1,
16697,2022-01-16,15,50270,1,
16698,2022-01-16,16,22390,1,
16699,2022-01-16,17,2450,1,
16700,2022-01-16,18,260,1,
16701,2022-01-16,19,0,1,
16702,2022-01-16,20,0,1,
16703,2022-01-16,21,0,1,
16704,2022-01-16,22,10,1,
16705,2022-01-16,23,0,1,
16706,2022-01-17,1,1270,1,
16707,2022-01-17,2,53180,1,
16708,2022-01-17,3,207060,1,
16709,2022-01-17,4,237590,1,
16710,2022-01-17,5,310000,1,
16711,2022-01-17,6,320070,1,
16712,2022-01-17,7,263050,1,
16713,2022-01-17,8,222950,1,
16714,2022-01-17,9,134880,1,
16715,2022-01-17,10,50810,1,
16716,2022-01-17,11,174110,1,
16717,2022-01-17,12,164060,1,
16718,2022-01-17,13,157450,1,
16719,2022-01-17,14,94460,1,
16720,2022-01-17,15,57620,1,
16721,2022-01-17,16,16870,1,
16722,2022-01-17,17,1470,1,
16723,2022-01-17,18,160,1,
16724,2022-01-17,19,0,1,
16725,2022-01-17,20,0,1,
16726,2022-01-17,21,0,1,
16727,2022-01-17,22,10,1,
16728,2022-01-17,23,0,1,
16729,2022-01-18,1,1200,1,
16730,2022-01-18,2,81820,1,
16731,2022-01-18,3,262500,1,
16732,2022-01-18,4,246650,1,
16733,2022-01-18,5,263230,1,
16734,2022-01-18,6,267010,1,
16735,2022-01-18,7,247930,1,
16736,2022-01-18,8,176540,1,
16737,2022-01-18,9,76210,1,
16738,2022-01-18,10,38490,1,
16739,2022-01-18,11,279330,1,
16740,2022-01-18,12,148560,1,
16741,2022-01-18,13,94040,1,
16742,2022-01-18,14,64080,1,
16743,2022-01-18,15,32560,1,
16744,2022-01-18,16,7000,1,
16745,2022-01-18,17,220,1,
16746,2022-01-18,18,0,1,
16747,2022-01-18,19,0,1,
16748,2022-01-18,20,0,1,
16749,2022-01-18,21,0,1,
16750,2022-01-18,22,10,1,
16751,2022-01-18,23,0,1,
16752,2022-01-19,1,450,1,
16753,2022-01-19,2,75910,1,
16754,2022-01-19,3,297210,1,
16755,2022-01-19,4,299050,1,
16756,2022-01-19,5,378110,1,
16757,2022-01-19,6,382690,1,
16758,2022-01-19,7,297630,1,
16759,2022-01-19,8,249630,1,
16760,2022-01-19,9,152390,1,
16761,2022-01-19,10,113820,1,
16762,2022-01-19,11,423170,1,
16763,2022-01-19,12,423130,1,
16764,2022-01-19,13,211130,1,
16765,2022-01-19,14,69020,1,
16766,2022-01-19,15,29930,1,
16767,2022-01-19,16,11450,1,
16768,2022-01-19,17,250,1,
16769,2022-01-19,18,30,1,
16770,2022-01-19,19,0,1,
16771,2022-01-19,20,0,1,
16772,2022-01-19,21,0,1,
16773,2022-01-19,22,40,1,
16774,2022-01-19,23,0,1,
16775,2022-01-20,1,1380,1,
16776,2022-01-20,2,108760,1,
16777,2022-01-20,3,387170,1,
16778,2022-01-20,4,388840,1,
16779,2022-01-20,5,501840,1,
16780,2022-01-20,6,449100,1,
16781,2022-01-20,7,420730,1,
16782,2022-01-20,8,361540,1,
16783,2022-01-20,9,191010,1,
16784,2022-01-20,10,105990,1,
16785,2022-01-20,11,427170,1,
16786,2022-01-20,12,492420,1,
16787,2022-01-20,13,451390,1,
16788,2022-01-20,14,224460,1,
16789,2022-01-20,15,75170,1,
16790,2022-01-20,16,19800,1,
16791,2022-01-20,17,1190,1,
16792,2022-01-20,18,30,1,
16793,2022-01-20,19,10,1,
16794,2022-01-20,20,0,1,
16795,2022-01-20,21,0,1,
16796,2022-01-20,22,40,1,
16797,2022-01-20,23,0,1,
16798,2022-01-21,1,1040,1,
16799,2022-01-21,2,95430,1,
16800,2022-01-21,3,377610,1,
16801,2022-01-21,4,357240,1,
16802,2022-01-21,5,409550,1,
16803,2022-01-21,6,387930,1,
16804,2022-01-21,7,328280,1,
16805,2022-01-21,8,275180,1,
16806,2022-01-21,9,194350,1,
16807,2022-01-21,10,97140,1,
16808,2022-01-21,11,422250,1,
16809,2022-01-21,12,372310,1,
16810,2022-01-21,13,216600,1,
16811,2022-01-21,14,119320,1,
16812,2022-01-21,15,56620,1,
16813,2022-01-21,16,20120,1,
16814,2022-01-21,17,1150,1,
16815,2022-01-21,18,80,1,
16816,2022-01-21,19,10,1,
16817,2022-01-21,20,0,1,
16818,2022-01-21,21,0,1,
16819,2022-01-21,22,20,1,
16820,2022-01-21,23,0,1,
16821,2022-01-22,1,2110,1,
16822,2022-01-22,2,142280,1,
