pwr_idx,date,time,pwr_amount,plant_idx,pwr_memo
5635,2020-09-03,17,6860,1,
5636,2020-09-03,18,5000,1,
5637,2020-09-03,19,3390,1,
5638,2020-09-03,20,1170,1,
5639,2020-09-03,21,80,1,
5640,2020-09-03,22,0,1,
5641,2020-09-03,23,0,1,
5642,2020-09-04,1,400,1,
5643,2020-09-04,2,15900,1,
5644,2020-09-04,3,75090,1,
5645,2020-09-04,4,136990,1,
5646,2020-09-04,5,111930,1,
5647,2020-09-04,6,123470,1,
5648,2020-09-04,7,100090,1,
5649,2020-09-04,8,67540,1,
5650,2020-09-04,9,45480,1,
5651,2020-09-04,10,29540,1,
5652,2020-09-04,11,20780,1,
5653,2020-09-04,12,202050,1,
5654,2020-09-04,13,46560,1,
5655,2020-09-04,14,70380,1,
5656,2020-09-04,15,3630,1,
5657,2020-09-04,16,520,1,
5658,2020-09-04,17,330,1,
5659,2020-09-04,18,160,1,
5660,2020-09-04,19,70,1,
5661,2020-09-04,20,0,1,
5662,2020-09-04,21,0,1,
5663,2020-09-04,22,0,1,
5664,2020-09-04,23,20,1,
5665,2020-09-05,1,8960,1,
5666,2020-09-05,2,118090,1,
5667,2020-09-05,3,308120,1,
5668,2020-09-05,4,475510,1,
5669,2020-09-05,5,296340,1,
5670,2020-09-05,6,311980,1,
5671,2020-09-05,7,348570,1,
5672,2020-09-05,8,348580,1,
5673,2020-09-05,9,406370,1,
5674,2020-09-05,10,445850,1,
5675,2020-09-05,11,432880,1,
5676,2020-09-05,12,510530,1,
5677,2020-09-05,13,400080,1,
5678,2020-09-05,14,458070,1,
5679,2020-09-05,15,303420,1,
5680,2020-09-05,16,144810,1,
5681,2020-09-05,17,15280,1,
5682,2020-09-05,18,2110,1,
5683,2020-09-05,19,1470,1,
5684,2020-09-05,20,1400,1,
5685,2020-09-05,21,840,1,
5686,2020-09-05,22,10,1,
5687,2020-09-05,23,40,1,
5688,2020-09-06,1,16750,1,
5689,2020-09-06,2,174060,1,
5690,2020-09-06,3,441500,1,
5691,2020-09-06,4,675990,1,
5692,2020-09-06,5,368360,1,
5693,2020-09-06,6,392110,1,
5694,2020-09-06,7,395330,1,
5695,2020-09-06,8,464630,1,
5696,2020-09-06,9,619570,1,
5697,2020-09-06,10,533310,1,
5698,2020-09-06,12,327450,1,
5699,2020-09-06,13,378520,1,
5700,2020-09-06,14,352600,1,
5701,2020-09-06,15,485480,1,
5702,2020-09-06,16,396080,1,
5703,2020-09-06,17,235890,1,
5704,2020-09-06,18,29270,1,
5705,2020-09-06,19,1900,1,
5706,2020-09-06,20,1420,1,
5707,2020-09-06,21,1470,1,
5708,2020-09-06,22,800,1,
5709,2020-09-06,23,10,1,
5710,2020-09-07,1,50,1,
5711,2020-09-07,2,7040,1,
5712,2020-09-07,3,78370,1,
5713,2020-09-07,4,170450,1,
5714,2020-09-07,5,167470,1,
5715,2020-09-07,6,97020,1,
5716,2020-09-07,7,113000,1,
5717,2020-09-07,8,140440,1,
5718,2020-09-07,9,126040,1,
5719,2020-09-07,10,77200,1,
5720,2020-09-07,11,64150,1,
5721,2020-09-07,12,110560,1,
5722,2020-09-07,13,320910,1,
5723,2020-09-07,14,174970,1,
5724,2020-09-07,15,147880,1,
5725,2020-09-07,16,13470,1,
5726,2020-09-07,17,2540,1,
5727,2020-09-07,18,1330,1,
5728,2020-09-07,19,1430,1,
5729,2020-09-07,20,270,1,
5730,2020-09-07,21,0,1,
5731,2020-09-07,22,0,1,
5732,2020-09-07,23,0,1,
5733,2020-09-08,1,0,1,
5734,2020-09-08,2,2240,1,
5735,2020-09-08,3,32390,1,
5736,2020-09-08,4,88910,1,
5737,2020-09-08,5,158340,1,
5738,2020-09-08,6,107290,1,
5739,2020-09-08,7,121190,1,
5740,2020-09-08,8,103610,1,
5741,2020-09-08,9,80040,1,
5742,2020-09-08,10,68410,1,
5743,2020-09-08,11,53690,1,
5744,2020-09-08,12,54590,1,
5745,2020-09-08,13,278290,1,
5746,2020-09-08,14,104540,1,
5747,2020-09-08,15,106270,1,
5748,2020-09-08,16,5220,1,
5749,2020-09-08,17,940,1,
5750,2020-09-08,18,180,1,
5751,2020-09-08,19,30,1,
5752,2020-09-08,20,0,1,
5753,2020-09-08,21,0,1,
5754,2020-09-08,22,0,1,
5755,2020-09-08,23,0,1,
5756,2020-09-09,1,0,1,
5757,2020-09-09,2,110,1,
5758,2020-09-09,3,13490,1,
5759,2020-09-09,4,68250,1,
5760,2020-09-09,5,141030,1,
5761,2020-09-09,6,118040,1,
5762,2020-09-09,7,132940,1,
5763,2020-09-09,8,104880,1,
5764,2020-09-09,9,92300,1,
5765,2020-09-09,10,149370,1,
5766,2020-09-09,11,161600,1,
5767,2020-09-09,12,288610,1,
5768,2020-09-09,13,401670,1,
5769,2020-09-09,15,196730,1,
5770,2020-09-09,16,188120,1,
5771,2020-09-09,17,34170,1,
5772,2020-09-09,18,3290,1,
5773,2020-09-09,19,1430,1,
5774,2020-09-09,20,880,1,
5775,2020-09-09,21,0,1,
5776,2020-09-09,22,0,1,
5777,2020-09-09,23,0,1,
5778,2020-09-10,1,0,1,
5779,2020-09-10,2,10,1,
5780,2020-09-10,3,7040,1,
5781,2020-09-10,4,106490,1,
5782,2020-09-10,5,305930,1,
5783,2020-09-10,6,549560,1,
5784,2020-09-10,7,295690,1,
5785,2020-09-10,8,322250,1,
5786,2020-09-10,9,344560,1,
5787,2020-09-10,10,346060,1,
5788,2020-09-10,11,474970,1,
5789,2020-09-10,12,412320,1,
5790,2020-09-10,13,305510,1,
5791,2020-09-10,14,455680,1,
5792,2020-09-10,15,402750,1,
5793,2020-09-10,16,483570,1,
5794,2020-09-10,17,331970,1,
5795,2020-09-10,18,152100,1,
5796,2020-09-10,19,17520,1,
5797,2020-09-10,20,1970,1,
5798,2020-09-10,21,1510,1,
5799,2020-09-10,22,1390,1,
5800,2020-09-10,23,820,1,
5801,2020-09-11,1,10,1,
5802,2020-09-11,2,0,1,
5803,2020-09-11,3,6180,1,
5804,2020-09-11,4,110590,1,
5805,2020-09-11,5,266580,1,
5806,2020-09-11,6,250420,1,
5807,2020-09-11,7,133930,1,
5808,2020-09-11,8,193290,1,
5809,2020-09-11,9,279160,1,
5810,2020-09-11,10,361850,1,
5811,2020-09-11,11,334070,1,
5812,2020-09-11,12,341120,1,
5813,2020-09-11,13,307010,1,
5814,2020-09-11,14,414200,1,
5815,2020-09-11,15,403060,1,
5816,2020-09-11,16,461220,1,
5817,2020-09-11,17,313820,1,
5818,2020-09-11,18,100340,1,
5819,2020-09-11,19,5460,1,
5820,2020-09-11,20,1690,1,
5821,2020-09-11,21,1420,1,
5822,2020-09-11,22,1400,1,
5823,2020-09-11,23,380,1,
5824,2020-09-12,1,20,1,
5825,2020-09-12,2,30,1,
5826,2020-09-12,3,11240,1,
5827,2020-09-12,4,136880,1,
5828,2020-09-12,5,300820,1,
5829,2020-09-12,6,505340,1,
5830,2020-09-12,7,290950,1,
5831,2020-09-12,8,302610,1,
5832,2020-09-12,9,351360,1,
5833,2020-09-12,10,306540,1,
5834,2020-09-12,11,363170,1,
5835,2020-09-12,12,412750,1,
5836,2020-09-12,13,264110,1,
5837,2020-09-12,14,421750,1,
5838,2020-09-12,15,401970,1,
5839,2020-09-12,16,479100,1,
5840,2020-09-12,17,323730,1,
5841,2020-09-12,18,133970,1,
5842,2020-09-12,19,15650,1,
5843,2020-09-12,20,2020,1,
5844,2020-09-12,21,1590,1,
5845,2020-09-12,22,1430,1,
5846,2020-09-12,23,770,1,
5847,2020-09-13,1,10,1,
5848,2020-09-13,2,0,1,
5849,2020-09-13,3,1950,1,
5850,2020-09-13,4,23160,1,
5851,2020-09-13,5,78030,1,
5852,2020-09-13,6,126510,1,
5853,2020-09-13,7,89220,1,
5854,2020-09-13,8,107830,1,
5855,2020-09-13,9,95640,1,
5856,2020-09-13,10,74230,1,
5857,2020-09-13,11,50870,1,
5858,2020-09-13,12,45180,1,
5859,2020-09-13,13,63760,1,
5860,2020-09-13,14,188180,1,
5861,2020-09-13,15,74640,1,
5862,2020-09-13,16,50500,1,
5863,2020-09-13,17,3580,1,
5864,2020-09-13,18,660,1,
5865,2020-09-13,19,290,1,
5866,2020-09-13,20,1030,1,
5867,2020-09-13,21,20,1,
5868,2020-09-13,22,0,1,
5869,2020-09-13,23,0,1,
5870,2020-09-14,1,0,1,
5871,2020-09-14,2,30,1,
5872,2020-09-14,3,3350,1,
5873,2020-09-14,4,65250,1,
5874,2020-09-14,5,204300,1,
5875,2020-09-14,6,372320,1,
5876,2020-09-14,7,269010,1,
5877,2020-09-14,8,284500,1,
5878,2020-09-14,9,268280,1,
5879,2020-09-14,10,219220,1,
5880,2020-09-14,11,232790,1,
5881,2020-09-14,12,218170,1,
5882,2020-09-14,13,333330,1,
5883,2020-09-14,14,429680,1,
5884,2020-09-14,15,375760,1,
5885,2020-09-14,16,389370,1,
5886,2020-09-14,17,275230,1,
5887,2020-09-14,18,114460,1,
5888,2020-09-14,19,11770,1,
5889,2020-09-14,20,1890,1,
5890,2020-09-14,21,1510,1,
5891,2020-09-14,22,1260,1,
5892,2020-09-14,23,110,1,
5893,2020-09-15,1,10,1,
5894,2020-09-15,2,20,1,
5895,2020-09-15,3,3190,1,
5896,2020-09-15,4,55300,1,
5897,2020-09-15,5,154080,1,
5898,2020-09-15,6,296510,1,
5899,2020-09-15,7,183720,1,
5900,2020-09-15,8,176420,1,
5901,2020-09-15,9,167560,1,
5902,2020-09-15,10,178300,1,
5903,2020-09-15,11,158060,1,
5904,2020-09-15,12,130810,1,
5905,2020-09-15,13,163400,1,
5906,2020-09-15,14,390270,1,
5907,2020-09-15,15,306180,1,
5908,2020-09-15,16,212890,1,
5909,2020-09-15,17,139630,1,
5910,2020-09-15,18,34810,1,
5911,2020-09-15,19,3890,1,
5912,2020-09-15,20,1400,1,
5913,2020-09-15,21,1390,1,
5914,2020-09-15,22,640,1,
5915,2020-09-15,23,70,1,
5916,2020-09-16,1,10,1,
5917,2020-09-16,2,30,1,
5918,2020-09-16,3,6290,1,
5919,2020-09-16,4,104420,1,
5920,2020-09-16,5,331720,1,
5921,2020-09-16,6,604890,1,
5922,2020-09-16,7,338680,1,
5923,2020-09-16,8,351050,1,
5924,2020-09-16,9,357290,1,
5925,2020-09-16,10,353140,1,
5926,2020-09-16,11,487940,1,
5927,2020-09-16,12,524840,1,
5928,2020-09-16,13,403670,1,
5929,2020-09-16,14,456610,1,
5930,2020-09-16,15,404340,1,
5931,2020-09-16,16,472710,1,
5932,2020-09-16,17,325770,1,
5933,2020-09-16,18,164550,1,
5934,2020-09-16,19,28160,1,
5935,2020-09-16,20,1910,1,
5936,2020-09-16,21,1490,1,
5937,2020-09-16,22,1410,1,
5938,2020-09-16,23,840,1,
5939,2020-09-17,1,10,1,
5940,2020-09-17,2,30,1,
5941,2020-09-17,3,17640,1,
5942,2020-09-17,4,156610,1,
5943,2020-09-17,5,447400,1,
5944,2020-09-17,6,622280,1,
5945,2020-09-17,7,323610,1,
5946,2020-09-17,8,368090,1,
5947,2020-09-17,9,354960,1,
5948,2020-09-17,10,349000,1,
5949,2020-09-17,11,381790,1,
5950,2020-09-17,12,292240,1,
5951,2020-09-17,13,196400,1,
5952,2020-09-17,14,360420,1,
5953,2020-09-17,15,348680,1,
5954,2020-09-17,16,400600,1,
5955,2020-09-17,17,323950,1,
5956,2020-09-17,18,194450,1,
5957,2020-09-17,19,35890,1,
5958,2020-09-17,20,4010,1,
5959,2020-09-17,21,2270,1,
5960,2020-09-17,22,1440,1,
5961,2020-09-17,23,880,1,
5962,2020-09-18,1,0,1,
5963,2020-09-18,2,50,1,
5964,2020-09-18,3,370,1,
5965,2020-09-18,4,29650,1,
5966,2020-09-18,5,95450,1,
5967,2020-09-18,6,167330,1,
5968,2020-09-18,7,153140,1,
5969,2020-09-18,8,173650,1,
5970,2020-09-18,9,155360,1,
5971,2020-09-18,10,135870,1,
5972,2020-09-18,11,151650,1,
5973,2020-09-18,12,120170,1,
5974,2020-09-18,13,141730,1,
5975,2020-09-18,14,353210,1,
5976,2020-09-18,15,310680,1,
5977,2020-09-18,16,269810,1,
5978,2020-09-18,17,100490,1,
5979,2020-09-18,18,5890,1,
5980,2020-09-18,19,650,1,
5981,2020-09-18,20,1340,1,
5982,2020-09-18,21,1340,1,
5983,2020-09-18,22,80,1,
5984,2020-09-18,23,0,1,
5985,2020-09-19,1,0,1,
5986,2020-09-19,2,0,1,
5987,2020-09-19,3,730,1,
5988,2020-09-19,4,14360,1,
5989,2020-09-19,5,53770,1,
5990,2020-09-19,6,177040,1,
5991,2020-09-19,7,146600,1,
5992,2020-09-19,8,121590,1,
5993,2020-09-19,9,133350,1,
5994,2020-09-19,10,117410,1,
5995,2020-09-19,11,86610,1,
5996,2020-09-19,12,75430,1,
5997,2020-09-19,13,78140,1,
5998,2020-09-19,14,287970,1,
5999,2020-09-19,15,137000,1,
6000,2020-09-19,16,148780,1,
6001,2020-09-19,17,12800,1,
6002,2020-09-19,18,2070,1,
6003,2020-09-19,19,510,1,
6004,2020-09-19,20,1180,1,
6005,2020-09-19,21,740,1,
6006,2020-09-19,22,0,1,
6007,2020-09-19,23,0,1,
6008,2020-09-20,1,0,1,
6009,2020-09-20,2,10,1,
6010,2020-09-20,3,2930,1,
6011,2020-09-20,4,73250,1,
6012,2020-09-20,5,173060,1,
6013,2020-09-20,6,187570,1,
6014,2020-09-20,7,157870,1,
6015,2020-09-20,8,234350,1,
6016,2020-09-20,9,290980,1,
6017,2020-09-20,10,334180,1,
6018,2020-09-20,11,296620,1,
6019,2020-09-20,12,251970,1,
6020,2020-09-20,13,320030,1,
6021,2020-09-20,14,481010,1,
6022,2020-09-20,15,396900,1,
6023,2020-09-20,16,454520,1,
6024,2020-09-20,17,310010,1,
6025,2020-09-20,18,106010,1,
6026,2020-09-20,19,6500,1,
6027,2020-09-20,20,1430,1,
6028,2020-09-20,21,960,1,
6029,2020-09-20,22,600,1,
6030,2020-09-20,23,190,1,
6031,2020-09-21,1,0,1,
6032,2020-09-21,2,30,1,
6033,2020-09-21,3,11460,1,
6034,2020-09-21,4,175960,1,
6035,2020-09-21,5,450840,1,
6036,2020-09-21,6,623460,1,
6037,2020-09-21,7,352990,1,
6038,2020-09-21,8,376400,1,
6039,2020-09-21,9,359860,1,
6040,2020-09-21,10,349040,1,
6041,2020-09-21,11,453130,1,
6042,2020-09-21,12,421080,1,
6043,2020-09-21,13,354240,1,
6044,2020-09-21,14,456510,1,
6045,2020-09-21,15,406990,1,
6046,2020-09-21,16,494650,1,
6047,2020-09-21,17,333240,1,
6048,2020-09-21,18,165190,1,
6049,2020-09-21,19,16860,1,
6050,2020-09-21,20,2110,1,
6051,2020-09-21,21,1500,1,
6052,2020-09-21,22,1460,1,
6053,2020-09-21,23,820,1,
6054,2020-09-22,1,10,1,
6055,2020-09-22,2,30,1,
6056,2020-09-22,3,8890,1,
6057,2020-09-22,4,146720,1,
6058,2020-09-22,5,394250,1,
6059,2020-09-22,6,665730,1,
6060,2020-09-22,7,383580,1,
6061,2020-09-22,8,421870,1,
6062,2020-09-22,9,442490,1,
6063,2020-09-22,10,526260,1,
6064,2020-09-22,11,697130,1,
6065,2020-09-22,12,639820,1,
6066,2020-09-22,13,422250,1,
6067,2020-09-22,14,470850,1,
6068,2020-09-22,15,407770,1,
6069,2020-09-22,16,490640,1,
6070,2020-09-22,17,331900,1,
6071,2020-09-22,18,169880,1,
6072,2020-09-22,19,22500,1,
6073,2020-09-22,20,2970,1,
6074,2020-09-22,21,1530,1,
6075,2020-09-22,22,1390,1,
6076,2020-09-22,23,900,1,
6077,2020-09-23,1,10,1,
6078,2020-09-23,2,40,1,
6079,2020-09-23,3,14540,1,
6080,2020-09-23,4,159470,1,
6081,2020-09-23,5,371770,1,
6082,2020-09-23,6,481950,1,
6083,2020-09-23,7,321670,1,
6084,2020-09-23,8,355060,1,
6085,2020-09-23,9,348070,1,
6086,2020-09-23,10,403020,1,
6087,2020-09-23,11,666880,1,
6088,2020-09-23,12,681430,1,
6089,2020-09-23,13,447370,1,
6090,2020-09-23,14,447750,1,
6091,2020-09-23,15,391730,1,
6092,2020-09-23,16,489440,1,
6093,2020-09-23,17,345460,1,
6094,2020-09-23,18,180160,1,
6095,2020-09-23,19,23760,1,
6096,2020-09-23,20,1910,1,
6097,2020-09-23,21,1500,1,
6098,2020-09-23,22,1430,1,
6099,2020-09-23,23,880,1,
6100,2020-09-24,1,10,1,
6101,2020-09-24,2,30,1,
6102,2020-09-24,3,4420,1,
6103,2020-09-24,4,69320,1,
6104,2020-09-24,5,148030,1,
6105,2020-09-24,6,252630,1,
6106,2020-09-24,7,183780,1,
6107,2020-09-24,8,225080,1,
6108,2020-09-24,9,340400,1,
6109,2020-09-24,10,421600,1,
6110,2020-09-24,11,446950,1,
6111,2020-09-24,12,561540,1,
6112,2020-09-24,13,428530,1,
6113,2020-09-24,14,449260,1,
6114,2020-09-24,15,409110,1,
6115,2020-09-24,16,494030,1,
6116,2020-09-24,17,333650,1,
6117,2020-09-24,18,162950,1,
6118,2020-09-24,19,19680,1,
6119,2020-09-24,20,2080,1,
6120,2020-09-24,21,1500,1,
6121,2020-09-24,22,1410,1,
6122,2020-09-24,23,820,1,
6123,2020-09-25,1,10,1,
6124,2020-09-25,2,10,1,
6125,2020-09-25,3,3650,1,
6126,2020-09-25,4,94710,1,
6127,2020-09-25,5,217450,1,
6128,2020-09-25,6,341660,1,
6129,2020-09-25,7,166520,1,
6130,2020-09-25,8,186070,1,
6131,2020-09-25,9,231360,1,
6132,2020-09-25,10,230150,1,
6133,2020-09-25,11,209120,1,
6134,2020-09-25,12,155180,1,
6135,2020-09-25,13,199680,1,
6136,2020-09-25,14,377610,1,
6137,2020-09-25,15,344180,1,
6138,2020-09-25,16,311670,1,
6139,2020-09-25,17,174400,1,
6140,2020-09-25,18,32900,1,
6141,2020-09-25,19,2810,1,
6142,2020-09-25,20,1400,1,
6143,2020-09-25,21,1490,1,
6144,2020-09-25,22,460,1,
6145,2020-09-25,23,20,1,
6146,2020-09-26,1,0,1,
6147,2020-09-26,2,20,1,
6148,2020-09-26,3,5490,1,
6149,2020-09-26,4,129200,1,
6150,2020-09-26,5,294810,1,
6151,2020-09-26,6,422680,1,
6152,2020-09-26,7,261300,1,
6153,2020-09-26,8,336610,1,
6154,2020-09-26,9,359870,1,
6155,2020-09-26,10,339660,1,
6156,2020-09-26,11,369340,1,
6157,2020-09-26,12,407750,1,
6158,2020-09-26,13,284070,1,
6159,2020-09-26,14,420000,1,
6160,2020-09-26,15,384980,1,
6161,2020-09-26,16,459780,1,
6162,2020-09-26,17,330310,1,
6163,2020-09-26,18,149370,1,
6164,2020-09-26,19,9090,1,
6165,2020-09-26,20,1900,1,
6166,2020-09-26,21,1490,1,
6167,2020-09-26,22,1410,1,
6168,2020-09-26,23,830,1,
6169,2020-09-27,1,10,1,
6170,2020-09-27,2,30,1,
6171,2020-09-27,3,8290,1,
6172,2020-09-27,4,173910,1,
6173,2020-09-27,5,474810,1,
6174,2020-09-27,6,728790,1,
6175,2020-09-27,7,408470,1,
6176,2020-09-27,8,439980,1,
6177,2020-09-27,9,418690,1,
6178,2020-09-27,10,454550,1,
6179,2020-09-27,11,637720,1,
6180,2020-09-27,12,527040,1,
6181,2020-09-27,13,292120,1,
6182,2020-09-27,14,394880,1,
6183,2020-09-27,15,403950,1,
6184,2020-09-27,16,493470,1,
6185,2020-09-27,17,336450,1,
6186,2020-09-27,18,166190,1,
6187,2020-09-27,19,15910,1,
6188,2020-09-27,20,1900,1,
6189,2020-09-27,21,1500,1,
6190,2020-09-27,22,1410,1,
6191,2020-09-27,23,830,1,
6192,2020-09-28,1,10,1,
6193,2020-09-28,2,20,1,
6194,2020-09-28,3,3510,1,
6195,2020-09-28,4,106910,1,
6196,2020-09-28,5,372270,1,
6197,2020-09-28,6,648910,1,
6198,2020-09-28,7,363940,1,
6199,2020-09-28,8,398710,1,
6200,2020-09-28,9,397710,1,
6201,2020-09-28,10,453090,1,
6202,2020-09-28,11,599560,1,
6203,2020-09-28,12,558520,1,
6204,2020-09-28,13,340400,1,
6205,2020-09-28,14,427280,1,
6206,2020-09-28,15,407770,1,
6207,2020-09-28,16,496480,1,
6208,2020-09-28,17,336610,1,
6209,2020-09-28,18,163860,1,
6210,2020-09-28,19,15810,1,
6211,2020-09-28,20,2080,1,
6212,2020-09-28,21,1660,1,
6213,2020-09-28,22,1570,1,
6214,2020-09-28,23,1040,1,
6215,2020-09-29,1,90,1,
6216,2020-09-29,2,30,1,
6217,2020-09-29,3,7280,1,
6218,2020-09-29,4,158110,1,
6219,2020-09-29,5,456400,1,
6220,2020-09-29,6,723890,1,
6221,2020-09-29,7,408670,1,
6222,2020-09-29,8,430570,1,
6223,2020-09-29,9,438390,1,
6224,2020-09-29,10,520930,1,
6225,2020-09-29,11,667370,1,
6226,2020-09-29,12,578280,1,
6227,2020-09-29,13,317200,1,
6228,2020-09-29,14,426880,1,
6229,2020-09-29,15,407470,1,
6230,2020-09-29,16,498380,1,
6231,2020-09-29,17,338510,1,
6232,2020-09-29,18,167720,1,
6233,2020-09-29,19,15760,1,
6234,2020-09-29,20,1920,1,
6235,2020-09-29,21,1620,1,
6236,2020-09-29,22,1410,1,
6237,2020-09-29,23,880,1,
6238,2020-09-30,1,10,1,
6239,2020-09-30,2,30,1,
6240,2020-09-30,3,7180,1,
6241,2020-09-30,4,157970,1,
6242,2020-09-30,5,457670,1,
6243,2020-09-30,6,710350,1,
6244,2020-09-30,7,410460,1,
6245,2020-09-30,8,435930,1,
6246,2020-09-30,9,448840,1,
6247,2020-09-30,10,567250,1,
6248,2020-09-30,11,771830,1,
6249,2020-09-30,12,636730,1,
6250,2020-09-30,13,402690,1,
6251,2020-09-30,14,440150,1,
6252,2020-09-30,15,407690,1,
6253,2020-09-30,16,499480,1,
6254,2020-09-30,17,339080,1,
6255,2020-09-30,18,168690,1,
6256,2020-09-30,19,16000,1,
6257,2020-09-30,20,1460,1,
6258,2020-09-30,21,1510,1,
6259,2020-09-30,22,1390,1,
6260,2020-09-30,23,870,1,
6261,2020-10-01,1,0,1,
6262,2020-10-01,2,30,1,
6263,2020-10-01,3,8800,1,
6264,2020-10-01,4,125540,1,
6265,2020-10-01,5,330330,1,
6266,2020-10-01,6,577730,1,
6267,2020-10-01,7,379290,1,
6268,2020-10-01,8,400020,1,
6269,2020-10-01,9,431910,1,
6270,2020-10-01,10,450140,1,
6271,2020-10-01,11,480180,1,
6272,2020-10-01,12,531610,1,
6273,2020-10-01,13,321920,1,
6274,2020-10-01,14,401410,1,
6275,2020-10-01,15,408240,1,
6276,2020-10-01,16,498880,1,
6277,2020-10-01,17,337970,1,
6278,2020-10-01,18,168500,1,
6279,2020-10-01,19,15740,1,
6280,2020-10-01,20,1460,1,
6281,2020-10-01,21,1520,1,
6282,2020-10-01,22,1430,1,
6283,2020-10-01,23,800,1,
6284,2020-10-02,1,0,1,
6285,2020-10-02,2,20,1,
6286,2020-10-02,3,3070,1,
6287,2020-10-02,4,134700,1,
6288,2020-10-02,5,385420,1,
6289,2020-10-02,6,604150,1,
6290,2020-10-02,7,396530,1,
6291,2020-10-02,8,362740,1,
6292,2020-10-02,9,373550,1,
6293,2020-10-02,10,414060,1,
6294,2020-10-02,11,484860,1,
6295,2020-10-02,12,444210,1,
6296,2020-10-02,13,267330,1,
6297,2020-10-02,14,300930,1,
6298,2020-10-02,15,306660,1,
6299,2020-10-02,16,381790,1,
6300,2020-10-02,17,291630,1,
6301,2020-10-02,18,146280,1,
6302,2020-10-02,19,14930,1,
6303,2020-10-02,20,1270,1,
6304,2020-10-02,21,1330,1,
6305,2020-10-02,22,1300,1,
6306,2020-10-02,23,700,1,
6307,2020-10-03,1,10,1,
6308,2020-10-03,2,0,1,
6309,2020-10-03,3,3230,1,
6310,2020-10-03,4,67890,1,
6311,2020-10-03,5,194640,1,
6312,2020-10-03,6,343630,1,
6313,2020-10-03,7,274140,1,
6314,2020-10-03,8,315230,1,
6315,2020-10-03,9,345090,1,
6316,2020-10-03,10,357760,1,
6317,2020-10-03,11,443020,1,
6318,2020-10-03,12,456950,1,
6319,2020-10-03,13,295580,1,
6320,2020-10-03,14,295920,1,
6321,2020-10-03,15,305800,1,
6322,2020-10-03,16,381040,1,
6323,2020-10-03,17,289260,1,
6324,2020-10-03,18,140780,1,
6325,2020-10-03,19,14450,1,
6326,2020-10-03,20,1560,1,
6327,2020-10-03,21,1330,1,
6328,2020-10-03,22,1280,1,
6329,2020-10-03,23,700,1,
6330,2020-10-04,1,10,1,
6331,2020-10-04,2,0,1,
6332,2020-10-04,3,3560,1,
6333,2020-10-04,4,104640,1,
6334,2020-10-04,5,325780,1,
6335,2020-10-04,6,528910,1,
6336,2020-10-04,7,312620,1,
6337,2020-10-04,8,334310,1,
6338,2020-10-04,9,348750,1,
6339,2020-10-04,10,361840,1,
6340,2020-10-04,11,426020,1,
6341,2020-10-04,12,383580,1,
6342,2020-10-04,13,219740,1,
6343,2020-10-04,14,295270,1,
6344,2020-10-04,15,305470,1,
6345,2020-10-04,16,381010,1,
6346,2020-10-04,17,290590,1,
6347,2020-10-04,18,142860,1,
6348,2020-10-04,19,14520,1,
6349,2020-10-04,20,1260,1,
6350,2020-10-04,21,1320,1,
6351,2020-10-04,22,1260,1,
6352,2020-10-04,23,720,1,
6353,2020-10-05,1,30,1,
6354,2020-10-05,2,0,1,
6355,2020-10-05,3,420,1,
6356,2020-10-05,4,36880,1,
6357,2020-10-05,5,152900,1,
6358,2020-10-05,6,430660,1,
6359,2020-10-05,7,292570,1,
6360,2020-10-05,8,314460,1,
6361,2020-10-05,9,358190,1,
6362,2020-10-05,10,369060,1,
6363,2020-10-05,11,451100,1,
6364,2020-10-05,12,355990,1,
6365,2020-10-05,13,169880,1,
6366,2020-10-05,14,261630,1,
6367,2020-10-05,15,304640,1,
6368,2020-10-05,16,373610,1,
6369,2020-10-05,17,287650,1,
6370,2020-10-05,18,141970,1,
6371,2020-10-05,19,15100,1,
6372,2020-10-05,20,1250,1,
6373,2020-10-05,21,1400,1,
6374,2020-10-05,22,1420,1,
6375,2020-10-05,23,780,1,
6376,2020-10-06,1,60,1,
6377,2020-10-06,2,0,1,
6378,2020-10-06,3,530,1,
6379,2020-10-06,4,27130,1,
6380,2020-10-06,5,98740,1,
6381,2020-10-06,6,182720,1,
6382,2020-10-06,7,131210,1,
6383,2020-10-06,8,133870,1,
6384,2020-10-06,9,115680,1,
6385,2020-10-06,10,114450,1,
6386,2020-10-06,11,67630,1,
6387,2020-10-06,12,50250,1,
6388,2020-10-06,13,52840,1,
6389,2020-10-06,14,200510,1,
6390,2020-10-06,15,153520,1,
6391,2020-10-06,16,85840,1,
6392,2020-10-06,17,19150,1,
6393,2020-10-06,18,2780,1,
6394,2020-10-06,19,520,1,
6395,2020-10-06,20,920,1,
6396,2020-10-06,21,10,1,
6397,2020-10-06,22,0,1,
6398,2020-10-06,23,0,1,
6399,2020-10-07,1,0,1,
6400,2020-10-07,2,0,1,
6401,2020-10-07,3,4990,1,
6402,2020-10-07,4,163180,1,
6403,2020-10-07,5,484640,1,
6404,2020-10-07,6,747590,1,
6405,2020-10-07,7,429980,1,
6406,2020-10-07,8,465510,1,
6407,2020-10-07,9,497770,1,
6408,2020-10-07,10,592660,1,
6409,2020-10-07,11,680630,1,
6410,2020-10-07,12,536350,1,
6411,2020-10-07,13,323240,1,
6412,2020-10-07,14,390090,1,
6413,2020-10-07,15,401010,1,
6414,2020-10-07,16,488220,1,
6415,2020-10-07,17,322020,1,
6416,2020-10-07,18,142250,1,
6417,2020-10-07,19,18220,1,
