date,time,temp,humidity,pressure,sunshine_hours,cloud_coverage,low_mid_cloud_coverage,sea_temp,so2,co,o3,no2,pm10,pm25,plant_idx
2024-06-03,1,17.1,85,16.5,,7,0,19.4,0.0024,0.27,0.0441,0.003,22,12,1
2024-06-03,2,17.6,75,15.1,,8,0,19.4,0.0024,0.26,0.0378,0.003,16,9,1
2024-06-03,3,19,52,11.4,,7,0,19.7,0.0023,0.26,0.0336,0.0032,20,8,1
2024-06-03,4,19,55,12,,8,0,19.8,0.0024,0.27,0.0313,0.0035,12,10,1
2024-06-03,5,16.5,90,16.8,,6,5,19.8,0.0023,0.27,0.0321,0.003,17,11,1
2024-06-03,6,17.2,89,17.4,0,5,3,19.8,0.0023,0.28,0.0246,0.0043,24,11,1
2024-06-03,7,18.4,91,19.1,0.4,3,3,19.6,0.0024,0.28,0.0287,0.0055,18,11,1
2024-06-03,8,19.4,84,18.9,0.8,4,1,19.6,0.0025,0.28,0.0374,0.0045,18,7,1
2024-06-03,9,21.4,75,19,1,3,3,19.4,0.0028,0.27,0.0499,0.0056,21,8,1
2024-06-03,10,21.7,73,18.9,0.8,8,8,19.4,0.003,0.29,0.0566,0.0067,26,8,1
2024-06-03,11,20.8,74,18.1,0.2,9,9,19.4,0.003,0.3,0.0583,0.0054,58,17,1
2024-06-03,12,23,63,17.6,0.3,8,8,19.9,0.003,0.29,0.0634,0.0039,34,11,1
2024-06-03,13,23.5,58,16.7,0.4,8,8,19.9,0.003,0.31,0.0656,0.0087,39,11,1
2024-06-03,14,25.1,57,18.1,1,3,3,20.4,0.0029,0.3,0.0673,0.0043,26,9,1
2024-06-03,15,23.6,53,15.4,0.8,8,8,21.1,0.0029,0.3,0.0673,0.0043,26,9,1
2024-06-03,16,24.2,54,16.2,0.7,7,7,21.4,0.0026,0.29,0.0635,0.0134,28,10,1
2024-06-03,17,22,59,15.6,0.7,6,6,21,0.0026,0.28,0.0665,0.0048,29,9,1
2024-06-03,18,20.8,68,16.6,0.9,1,1,20.5,0.0027,0.29,0.065,0.004,32,13,1
2024-06-03,19,18.5,82,17.4,1,0,0,20.6,0.0026,0.28,0.0607,0.0034,26,11,1
2024-06-03,20,17.3,93,18.3,0.5,0,0,20.1,0.0027,0.29,0.0565,0.0037,28,11,1
2024-06-03,21,16.8,95,18.1,,0,0,19.7,0.0027,0.29,0.0533,0.0031,26,13,1
2024-06-03,22,16.4,96,17.8,,0,0,19.4,0.0026,0.28,0.0437,0.0034,27,13,1
2024-06-03,23,16.6,97,18.3,,0,0,19.4,0.0025,0.27,0.0405,0.0048,23,12,1
2024-06-04,1,16.4,95,17.6,,0,0,19.4,0.0025,0.27,0.042,0.0032,21,13,1
2024-06-04,2,15.8,95,16.9,,0,0,19.6,0.0023,0.27,0.0413,0.0028,24,14,1
2024-06-04,3,15.6,96,16.9,,0,0,19.6,0.0025,0.28,0.0406,0.0026,23,10,1
2024-06-04,4,15.5,96,16.8,,0,0,19.6,0.0024,0.27,0.0383,0.0025,18,8,1
2024-06-04,5,15.5,97,17,,0,0,19.9,0.0024,0.27,0.0326,0.0036,20,9,1
2024-06-04,6,15.7,97,17.3,0.3,0,0,20,0.0025,0.27,0.0309,0.0042,21,12,1
2024-06-04,7,17.2,92,17.9,1,0,0,20,0.0022,0.28,0.0295,0.0043,23,11,1
2024-06-04,8,19.6,83,18.9,1,0,0,19.9,0.0024,0.28,0.0382,0.0068,16,8,1
2024-06-04,9,21,77,19.1,1,0,0,19.7,0.0026,0.26,0.0471,0.0042,34,11,1
2024-06-04,10,22.2,73,19.5,1,0,0,19.6,0.0026,0.26,0.0528,0.0044,19,11,1
2024-06-04,11,23.1,68,19.1,1,0,0,19.5,0.0026,0.26,0.0552,0.0044,27,11,1
2024-06-04,12,23.8,68,20,1,0,0,20.2,0.0027,0.27,0.0592,0.0029,27,9,1
2024-06-04,13,24.6,63,19.4,1,2,0,20.3,0.0025,0.27,0.0606,0.0029,27,11,1
2024-06-04,14,23.1,67,18.9,1,2,0,20.8,0.0027,0.27,0.0598,0.0031,23,13,1
2024-06-04,15,22,70,18.4,1,3,0,21.1,0.0026,0.26,0.0597,0.0026,19,13,1
2024-06-04,16,22.8,64,17.7,1,4,0,20.9,0.0027,0.26,0.0576,0.0027,24,9,1
2024-06-04,17,21.2,68,17,1,5,0,20.4,0.0026,0.26,0.0579,0.0027,17,7,1
2024-06-04,18,21.4,65,16.5,1,3,0,20.6,0.0026,0.26,0.0606,0.0029,22,9,1
2024-06-04,19,18.7,77,16.5,1,0,0,19.9,0.0026,0.26,0.0605,0.0025,19,7,1
2024-06-04,20,17.6,81,16.2,0,5,0,19.6,0.0026,0.27,0.0564,0.0023,23,7,1
2024-06-04,21,16.5,90,16.8,,4,0,19.5,0.0026,0.26,0.0542,0.0029,19,10,1
2024-06-04,22,16.4,90,16.7,,6,0,19.5,0.0025,0.26,0.049,0.0031,17,11,1
2024-06-04,23,16.2,95,17.4,,5,0,19.5,0.0025,0.26,0.0419,0.0034,21,7,1
2024-06-05,1,16.1,97,17.7,,3,0,19.6,0.0026,0.26,0.0396,0.0032,20,9,1
2024-06-05,2,15.9,97,17.5,,0,0,19.5,0.0024,0.27,0.0433,0.0031,16,8,1
2024-06-05,3,16.1,98,17.8,,0,0,19.9,0.0025,0.27,0.0424,0.0031,24,15,1
2024-06-05,4,15.8,96,17.2,,6,0,20.1,0.0024,0.27,0.0338,0.0031,19,12,1
2024-06-05,5,16,97,17.6,,6,0,20.3,0.0024,0.27,0.0361,0.0031,16,12,1
2024-06-05,6,16.2,98,17.9,0,8,0,20.3,0.0024,0.28,0.0311,0.0048,17,10,1
2024-06-05,7,17.1,98,19,0,8,0,20.3,0.0025,0.29,0.0255,0.0089,19,11,1
2024-06-05,8,19.6,90,20.5,0.6,8,0,20,0.0026,0.29,0.0471,0.005,23,13,1
